title,description,island,venue,date,end_date,price,category,source_url,image_url,status,id,created_by,created_at,updated_at
"Sister Nancy, Kat Hall","THERE IS A DELIVERY DELAY IN PLACE FOR THIS SHOW. Tickets will be delivered to your inbox 48 hours in advance of the show. DJ Unite to Spin at Doors Ticket Price: $35 adv standing / $37 day of standingNote: Tickets available at box office. Convenience service charges apply for online purchases. TABLE RESERVATION: vip@musicboxsd.com / (619) 836-1847BOX OFFICE CONTACT: (619) 795-1337 | boxoffice@musicboxsd.com | FAQBOX OFFICE HOURS: 11am to 5pm Mon-Fri, as well as during show performances. PARKING: Street parking and paid lot parking available.FOLLOW US: X | Instagram | Facebook | MusicBoxSD.comNot on the e-mail list for announcements? CLICK HERE to become a Music Box Insider and you will never miss a chance to grab tickets before they go on sale to the general public again!MUSIC BOX IS STANDING ROOM ONLY UNLESS OTHERWISE NOTED.NO REFUNDS OR EXCHANGES ON TICKETS ONCE PURCHASED.ALL TIMES AND SUPPORTING ACTS ARE SUBJECT TO CHANGE.",Antigua,Music Box,2026-05-10 04:00:00.000000,,,Music,https://www.ticketweb.com/event/sister-nancy-kat-hall-music-box-tickets/14712463,https://s1.ticketm.net/dam/a/70c/25e963fc-54f0-44bb-b44b-f7778cbfa70c_1872521_TABLET_LANDSCAPE_3_2.jpg,published,17,,2026-04-12 19:48:32.713837,2026-04-12 19:48:32.714004
Barrington Levy,"THERE IS A DELIVERY DELAY IN PLACE FOR THIS SHOW. Tickets will be delivered to your inbox 48 hours in advance of the show. Ticket Price: $57 adv standing / $62 day of standingNote: Tickets available at box office. Convenience service charges apply for online purchases. TABLE RESERVATION: vip@musicboxsd.com / (619) 836-1847BOX OFFICE CONTACT: (619) 795-1337 | boxoffice@musicboxsd.com | FAQBOX OFFICE HOURS: 11am to 5pm Mon-Fri, as well as during show performances. PARKING: Street parking and paid lot parking available.FOLLOW US: X | Instagram | Facebook | MusicBoxSD.comNot on the e-mail list for announcements? CLICK HERE to become a Music Box Insider and you will never miss a chance to grab tickets before they go on sale to the general public again!MUSIC BOX IS STANDING ROOM ONLY UNLESS OTHERWISE NOTED.NO REFUNDS OR EXCHANGES ON TICKETS ONCE PURCHASED.ALL TIMES AND SUPPORTING ACTS ARE SUBJECT TO CHANGE.",Antigua,Music Box,2026-05-22 03:00:00.000000,,,Music,https://www.ticketweb.com/event/barrington-levy-music-box-tickets/14800153,https://s1.ticketm.net/dam/a/45b/2e7bed0e-53e4-4d75-bc27-0badd558245b_TABLET_LANDSCAPE_3_2.jpg,published,18,,2026-04-12 19:48:32.728436,2026-04-12 19:48:32.728599
DANCEHALL  X AFRO FUSION,,Other,The Great Hall - Cardiff University Students' Union,2026-05-22 18:00:00.000000,,,Music,https://www.universe.com/events/dancehall-x-afro-fusion-tickets-743Y9W?ref=ticketmaster,https://images.universe.com/cbc6c329-2979-4d5f-82e4-6a3db5cc5716/-/format/jpeg/-/scale_crop/1024x576/center/-/progressive/yes/-/inline/yes/,published,19,,2026-04-12 19:48:32.743513,2026-04-12 19:48:32.743808
"Crash Out (afrobeats, dancehall, hip-hop & more)","Mark your calendars for Saturday, May 23rd for Crash Out! A journey where the DJs navigate the vibes: afrobeats, dancehall, soca, reggaeton, hip-hop, rn turn until the lights come on!21+ | Doors + Music @ 10 | Drink Specials All Night",Other,Crybaby,2026-05-24 05:00:00.000000,,,Music,https://www.ticketweb.com/event/crash-out-afrobeats-dancehall-hip-crybaby-tickets/14845493,https://s1.ticketm.net/dam/c/060/c5c08e7a-9912-456c-a060-2758be94e060_105881_TABLET_LANDSCAPE_LARGE_16_9.jpg,published,20,,2026-04-12 19:48:32.760749,2026-04-12 19:48:32.760909
Kranium - A Slight Delay Tour - Live in Oakland,,Other,Crybaby,2026-05-29 02:00:00.000000,,,Music,https://www.ticketweb.com/event/kranium-a-slight-crybaby-tickets/14818163,https://s1.ticketm.net/dam/a/059/6775d692-ddb1-4128-afe7-e67982d95059_264961_RETINA_PORTRAIT_16_9.jpg,published,21,,2026-04-12 19:48:32.776421,2026-04-12 19:48:32.776603
IT'S A DANCEHALL PARTY,"Lineup: Seani B // White Magic // DJ Unruly // Platinum // Young Linx // Untouchables. Security - Bag Policy: Large bags including rucksacks are not allowed. There are no facilities to leave large bags or luggage. If you really have to bring a bag and it's preferable you don't, please make sure it's small. Only one small bag per person is permitted and it must not be bigger than A4 size. Height: 28.7cm Width: 21cm Depth 15cm",Trinidad,O2 Academy2 Oxford,2026-05-30 22:00:00.000000,,,Music,https://www.ticketmaster.co.uk/its-a-dancehall-party-oxford-30-05-2026/event/3E006443917B2FEB,https://s1.ticketm.net/dam/c/80b/f3cd8d24-c3ae-4fa0-b4bc-1ba99f9b380b_106091_RETINA_LANDSCAPE_16_9.jpg,published,22,,2026-04-12 19:48:32.791117,2026-04-12 19:48:32.791278
KRANIUM - A SLIGHT DELAY TOUR,"All sales are final. There are no refunds unless the event is cancelled or postponed Opening Acts are subject to change or cancelation at any time without notice. No refund will be owed if an Opening Act is changed or canceled. Doors times subject to change Tickets may not be resold or offered for resale. If we suspect tickets have been purchased for resale purposes only, we reserve the right to void or cancel the tickets without refund. Tickets obtained from unauthorized sources may be invalid, lost, stolen or counterfeit and if so, are void.",Trinidad,The Crocodile,2026-06-01 03:00:00.000000,,,Music,https://www.ticketweb.com/event/kranium-a-slight-the-crocodile-tickets/14797173,https://s1.ticketm.net/dam/a/059/6775d692-ddb1-4128-afe7-e67982d95059_264961_RETINA_PORTRAIT_16_9.jpg,published,23,,2026-04-12 19:48:32.808390,2026-04-12 19:48:32.808551
EASY STAR ALL STARS,*Reach out to info@therefinerychs.com if you have trouble completing your ticket purchase*,Other,The Refinery,2026-06-12 23:30:00.000000,,,Music,https://www.ticketweb.com/event/easy-star-all-stars-the-refinery-tickets/14114174,https://s1.ticketm.net/dam/c/27e/458d1b62-6e4f-4ffd-8941-9ed303d8e27e_106041_EVENT_DETAIL_PAGE_16_9.jpg,published,24,,2026-04-12 19:48:32.823042,2026-04-12 19:48:32.823189
Skillibeng- Badman She Love Tour,"Presale: April 8th @ 10am PTOn Sale: April 10 @ 7am PTTHERE IS A DELIVERY DELAY IN PLACE FOR THIS SHOW. Tickets will be delivered to your inbox 48 hours in advance of the show. Ticket Price: GA Tier 1 $44.99 / GA Tier 2 $54.99 / GA Tier 3 $64.99 / GA Tier 4 $71.99Note: Tickets available at box office. Convenience service charges apply for online purchases. VIP Merchandise Bundle ($99 - Online Only):Early access to VenueOne Commemorative VIP LaminateExclusive Merch ItemOne GA TicketLimited AvailabilityOn-site VIP concierge team and dedicated check-inTABLE RESERVATION: vip@musicboxsd.com / (619) 836-1847PARKING: Street parking and paid lot parking available.FOLLOW US: X | Instagram | facebookMusic Box Box Office: (619) 795-1337 | Boxoffice@musicboxsd.com | FAQBOX OFFICE HOURS Monday - Friday 11:00am - 5:00pm, as well as during show performancesNot on the e-mail list for announcements? CLICK HERE to become a Music Box Insider and you will never miss a chance to grab tickets before they go",Trinidad,Music Box,2026-06-22 03:00:00.000000,,,Music,https://www.ticketweb.com/event/skillibeng-badman-she-love-music-box-tickets/14750303,https://s1.ticketm.net/dam/a/0ef/95eecf45-ec0a-4b3d-a884-748b6b66a0ef_1864541_TABLET_LANDSCAPE_LARGE_16_9.jpg,published,25,,2026-04-12 19:48:32.838214,2026-04-12 19:48:32.838370
Skillibeng - Badman She Love Tour 2026 - Live in Oakland,,Dominica,Crybaby,2026-06-25 02:00:00.000000,,,Music,https://www.ticketweb.com/event/skillibeng-badman-she-crybaby-tickets/14841893,https://s1.ticketm.net/dam/a/0ef/95eecf45-ec0a-4b3d-a884-748b6b66a0ef_1864541_TABLET_LANDSCAPE_LARGE_16_9.jpg,published,26,,2026-04-12 19:48:32.858173,2026-04-12 19:48:32.858376
Skillibeng; Badman She Love Tour w/ MOLIY,"All sales are final. There are no refunds unless the event is cancelled or postponed Opening Acts are subject to change or cancelation at any time without notice. No refund will be owed if an Opening Act is changed or canceled. Doors times subject to change Tickets may not be resold or offered for resale. If we suspect tickets have been purchased for resale purposes only, we reserve the right to void or cancel the tickets without refund. Tickets obtained from unauthorized sources may be invalid, lost, stolen or counterfeit and if so, are void.",Trinidad,The Crocodile,2026-06-27 01:00:00.000000,,,Music,https://www.ticketweb.com/event/skillibeng-badman-she-love-tour-the-crocodile-tickets/14829463,https://i.ticketweb.com/i/00/13/42/92/23_Edp.jpg?v=5,published,27,,2026-04-12 19:48:32.872704,2026-04-12 19:48:32.872866
"DUBWISE & DANCEHALL feat. Nico Supreme, Marcus Visionary, Skystar, Miss Diva, DJ Real West @ Victoria's 27th Annual Ska & Reggae Fest","NOTE - This special presentation is NOT included with either Full Fest or VIP Full Fest passes and tickets must be purchased separately. Join us on Friday, June 26 after Ship Point comes to a close and Victoria Ska & Reggae Fest transforms ENCORE for Dubwise & Dancehall, a Jamaican night out - where the dancefloor becomes culture in motion with bold style, fearless movement, and unity in every lyric.Curated by local reggae icon Caleb Hart, Dubwise it will be a form of cultural and sonic teleportation. From deep dubwise pressure, sub-bass rolling through the room, to explosive dancehall energy. Our world-class DJs dancehall general Nico Supreme, Canadas jungle king Marcus Visionary and DJ Real West will be taking you on a journey from classic riddims to modern anthems. Were also excited to welcome 2025 Juno Nominee SKYSTAR, who has been defining Canadian reggae on a global stage, blazing his trail from the icy streets of Alberta, with a fresh sound and unmatched energy. Bringing a touch",Barbados,ENCORE,2026-06-27 04:00:00.000000,,,Music,https://www.ticketweb.ca/event/dubwise-dancehall-feat-nico-encore-tickets/14140994,https://s1.ticketm.net/dam/c/ab4/6367448e-7474-4650-bd2d-02a8f7166ab4_106161_TABLET_LANDSCAPE_LARGE_16_9.jpg,published,28,,2026-04-12 19:48:32.888911,2026-04-12 19:48:32.889086
"SOULS OF MISCHIEF, CHARLY BLACK, EVA LAZARUS, NICO SUPREME, SONIC ALLEY, TANK GYAL","Saturday in the Inner Harbour at Ship Point is always a special day during Ska Del the Funky Homosapien, Casual, Pep Love and the Souls of Mischief Opio, Tajai, Phesto and A-Plus. The quartets landmark album 93 Til Infinity remains one of the touchstones of the genre, with its live bass and deep jazz samples. Their intricate, introspective rhymes and flows changed the game in a way that people are only now beginning to recognize en masse. A west coast summer night at Ship Point with Souls of Mischief is something you do not want to miss.Where else can you see not just a legendary hip-hop, but see them with a living legend of dancehall on the bill as well? Because thats what CHARLY BLACK is, a living legend of dancehall. Theres no other way to define such a powerful voice. Songs like Whine and Youre Perfect are huge dancehall tracks and have helped define the genre, but its his intergalactically popular track Gyal You A Party Animal that vaulted Black into international stardom. With ov",Trinidad,Ship Point (Inner Harbour),2026-06-27 21:00:00.000000,,,Music,https://www.ticketweb.ca/event/souls-of-mischief-charly-black-ship-point-inner-harbour-tickets/14140084,https://s1.ticketm.net/dam/a/f88/207993e4-55b7-43d3-b7ca-5b3cbab6df88_SOURCE,published,29,,2026-04-12 19:48:32.904378,2026-04-12 19:48:32.904566
SKILLIBENG ı BADMAN SHE LOVE TOUR,Legal Age 19+ (Valid Photo I.D. Required),Antigua,The Pearl,2026-06-28 02:00:00.000000,,,Music,https://www.ticketweb.ca/event/skillibeng-badman-she-love-the-pearl-tickets/14838083,https://s1.ticketm.net/dam/a/0ef/95eecf45-ec0a-4b3d-a884-748b6b66a0ef_1864541_TABLET_LANDSCAPE_LARGE_16_9.jpg,published,30,,2026-04-12 19:48:32.919684,2026-04-12 19:48:32.919884
COLLIE BUDDZ,*Reach out to info@therefinerychs.com if you have trouble completing your ticket purchase*,Other,The Refinery,2026-09-06 23:30:00.000000,,,Music,https://www.ticketweb.com/event/collie-buddz-the-refinery-tickets/14763473,https://i.ticketweb.com/i/00/13/37/31/73_Edp.jpg?v=16,published,31,,2026-04-12 19:48:32.933550,2026-04-12 19:48:32.933734
Protoje,"Security - Bag Policy: Large bags including rucksacks are not allowed. There are no facilities to leave large bags or luggage. If you really have to bring a bag - and it's preferable you don't, please make sure it's small. Only one small bag per person is permitted and it must not be bigger than A4 size. Height: 28.7cm Width: 21cm Depth 15cm",Trinidad,O2 Forum Kentish Town,2026-04-12 18:00:00.000000,,,Music,https://www.ticketmaster.co.uk/protoje-london-12-04-2026/event/3E006389D35A5267,https://s1.ticketm.net/dam/a/ef9/31575a95-a545-441c-adca-8187ec95eef9_SOURCE,published,32,,2026-04-12 19:48:32.948350,2026-04-12 19:48:32.948574
"Aurorawave, Ballyhoo!, Brace Yourself, Russ Baum",Tickets available locally at Recycled Records,Aruba,The Alpine,2026-04-13 01:30:00.000000,,,Music,https://www.ticketweb.com/event/aurorawave-ballyhoo-brace-yourself-russ-the-alpine-tickets/14735193,https://s1.ticketm.net/dam/a/1b5/63387d1c-74bc-4232-a52a-d5eb29a4a1b5_RETINA_PORTRAIT_16_9.jpg,published,33,,2026-04-12 19:48:32.964051,2026-04-12 19:48:32.964285
Reggae Sunday: Jahgun and Justifyah,"Important Information Regarding Ticket Types:Reserved Table Seating: What You Get: Reserved Table Seating includes seats at a table. Arrival Time: We recommend arriving 2 hours before showtime. Dinner & Drinks: Available for purchase in the club throughout the evening.General Admission: What You Get: General Admission grants entry to the show but does not guarantee a table or a seat.VIP Booth: The VIP Booth offers the best seats in the house for up to 6, one flat-fee What You Get: Booth seating up to 6 people, right in front of stage. Arrival Time: We recommend arriving 2 hours before showtime. Dinner & Drinks: Available for purchase in the club throughout the evening.",Antigua,Ivan'z House at Mozambique,2026-04-13 03:00:00.000000,,,Music,https://www.ticketweb.com/event/reggae-sunday-jahgun-and-justifyah-ivanz-house-at-mozambique-tickets/14792163,https://s1.ticketm.net/dam/c/27e/458d1b62-6e4f-4ffd-8941-9ed303d8e27e_106041_RETINA_PORTRAIT_16_9.jpg,published,34,,2026-04-12 19:48:33.026679,2026-04-12 19:48:33.028149
Matisyahu,"Matisyahu, Monday, April 13 2026 at Belly Up in Solana Beach, San Diego, CATHERE IS A DELIVERY DELAY IN PLACE FOR THIS SHOW. Tickets will be delivered to your inbox 48 hours in advance of the show start time. General Admission Ticket Price: $52.50 adv / $57.50 day ofReserved Loft Ticket Price: $92Note: Loft & GA tickets available at box office. Convenience service charges apply for online & phone purchases. Loft Seating Chart / Virtual Venue TourBox Office: 858-481-8140 | Boxoffice@bellyup.com | FAQNot on the e-mail list for venue presales? Sign up to be a Belly Up VIP and you will never miss a chance to grab tickets before they go on sale to the general public again!There are no refunds or exchanges on tickets once purchased.All times and supporting acts are subject to change.",Antigua,Belly Up,2026-04-14 03:00:00.000000,,,Music,https://www.ticketweb.com/event/matisyahu-belly-up-tickets/14127884,https://s1.ticketm.net/dam/a/4f1/7697fa0d-c6a6-40ba-9d80-4965af9614f1_EVENT_DETAIL_PAGE_16_9.jpg,published,35,,2026-04-12 19:48:33.068428,2026-04-12 19:48:33.068673
Boss Roots w/ Satellite Sound,21+ w/Valid I.D. NO I.D.=NO ADMISSIONThe Middle East & ZuZu present: Boss Roots w/ Satellite Sound - 21+ FREE ENTRY 9:00pm doors NO VAPING OR SMOKING IN THE BUILDING*** DINE and SKIP the Line ***,Dominica,Middle East - Zuzu,2026-04-15 01:00:00.000000,,,Music,https://www.ticketweb.com/event/boss-roots-w-satellite-sound-middle-east-zuzu-tickets/13977954,https://s1.ticketm.net/dam/c/27e/458d1b62-6e4f-4ffd-8941-9ed303d8e27e_106041_EVENT_DETAIL_PAGE_16_9.jpg,published,36,,2026-04-12 19:48:33.083601,2026-04-12 19:48:33.083793
Mood,"21+ w/Valid I.D. NO I.D.=NO ADMISSIONThe Middle East presents: Mood, Every Tuesday at the Corner - 21+, NO COVER, 9:30 pm doors NO VAPING OR SMOKING IN THE BUILDING​*** DINE and SKIP the Line ***",Dominica,Middle East - Corner/Bakery,2026-04-15 01:30:00.000000,,,Music,https://www.ticketweb.com/event/mood-middle-east-cornerbakery-tickets/14031304,https://s1.ticketm.net/dam/c/27e/458d1b62-6e4f-4ffd-8941-9ed303d8e27e_106041_EVENT_DETAIL_PAGE_16_9.jpg,published,37,,2026-04-12 19:48:33.112136,2026-04-12 19:48:33.112363
The Wailers,"With Support From: Borderline Lucid General Admission Floor (Standing Room Only) tickets, Reserved Balcony tickets and Reserved Premium Loge tickets are available for this performance. To purchase ADA tickets, please email boxoffice@logjampresents.com. All sales are final and tickets are non-refundable. **Please understand that Logjam Presents takes every measure possible to ensure YOU, the fans, get tickets. There are many layers of bot-stopping efforts in place, but even then, demand may occasionally outweigh the available supply of tickets.**",St_Lucia,The ELM,2026-04-15 02:00:00.000000,,,Music,https://www.ticketmaster.com/the-wailers-bozeman-montana-04-14-2026/event/1E006426C61E6B30,https://s1.ticketm.net/dam/a/c01/dd22b1fe-4c7d-4470-bf7c-a9f2b6459c01_RETINA_PORTRAIT_16_9.jpg,published,38,,2026-04-12 19:48:33.126735,2026-04-12 19:48:33.126970
"Satsang, Joey Harkum, Miki Rae (Solo)",,Other,Club Underground,2026-04-15 03:00:00.000000,,,Music,https://www.ticketweb.com/event/satsang-joey-harkum-miki-rae-club-underground-tickets/14090454?REFERRAL_ID=tmfeed,https://s1.ticketm.net/dam/c/27e/458d1b62-6e4f-4ffd-8941-9ed303d8e27e_106041_EVENT_DETAIL_PAGE_16_9.jpg,published,39,,2026-04-12 19:48:33.148762,2026-04-12 19:48:33.149172
